name,id,location,distance_to_center,rating,review_text,review_count,price,features,image_urls
Grand Bazaar Hotel,478238,"Fatih, İstanbul",Merkeze 900 m,7.3,Normal,(9 yorum),3.071 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293199700000/2/1/10030/grand_bazaar_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242807/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242808/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242809/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242810/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Capital Hotel,766498,"Yıldız, Beşiktaş, İstanbul",Merkeze 400 m,7.1,Normal,(28 yorum),3.443 TL,"Toplantı Odaları, Wi-Fi, Restoran, Teras, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292528670000/2/1/9641/the_capital_suites.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/209395/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/209377/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/209383/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/209391/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Rays Hotel,1106212,"Bakırköy, İstanbul",N/A,7.4,Normal,(68 yorum),2.242 TL,"Restoran, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290351730000/2/1/7881/rays_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/182916/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/182917/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/182918/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/182919/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Perla Galata Hotel,507059,"Şişhane, Beyoğlu, İstanbul",Merkeze 1.3 km,7.1,Normal,(18 yorum),2.388 TL,"Wi-Fi, Restoran, Teras, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292626300000/2/1/9787/galata_grace.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/112829/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/112851/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/112854/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/112841/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ferman Konak Hotel,756725,"Sultanahmet, Fatih, İstanbul",Merkeze 1.7 km,7.6,İyi,(4 yorum),2.842 TL,"Fitness, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294223030000/2/1/10722/ferman_konak_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/190505/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/190496/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/190499/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/190500/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Cetinkaya Suite Hotel,634704,"Taksim, Beyoğlu, İstanbul",Merkeze 300 m,8.0,Çok iyi,(15 yorum),4.158 TL,"Teras, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290361900000/2/1/7944/cetinkaya_suite_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141149/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141144/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141135/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/141146/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Comfort Downtown Istanbul,478942,"Aksaray, Fatih, İstanbul",Merkeze 1.5 km,8.0,Çok iyi,(9 yorum),3.157 TL,"Kahvaltı Dahil, Toplantı Odaları, Deniz Manzarası, Jakuzi, Hamam, Restoran","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290365570000/2/1/7967/comfort_life.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/19407/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/19408/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/19409/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/19410/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Nidya Hotel Esenyurt,478424,"Esenyurt, İstanbul",N/A,8.6,Müthiş,(25 yorum),3.429 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Jakuzi","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290614900000/2/1/8489/nidya_hotel_esenyurt.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250316/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250317/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250318/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/250319/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Nice Royal Otel,478228,"Ataşehir, İstanbul",Merkeze 2.7 km,7.8,İyi,(47 yorum),2.609 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Teras, Resepsiyon, Engelli Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290427100000/2/1/8219/nice_royal_otel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242513/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242514/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242515/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/242516/ob.jpg?width=552&height=392&mode=crop&anchor=center"
A11 Hotel Exclusive,1360156,"Göztepe, Kadıköy, İstanbul",Merkeze 2.1 km,7.4,Normal,(24 yorum),4.969 TL,"Kahvaltı Dahil, Spa, Toplantı Odaları, Restoran, Hamam, Masaj","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293785000000/2/1/10445/a11_exclusive_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232610/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232611/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232612/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/232613/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Mila Suites Taksim,1436714,"Taksim, Beyoğlu, İstanbul",Merkeze 200 m,7.0,Normal,(6 yorum),2.307 TL,"Otopark, Wi-Fi, Teras","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074191670000/2/1/28090/mila_suites_taksim.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561096/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561097/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561098/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/561099/ob.jpg?width=552&height=392&mode=crop&anchor=center"
G Tower Furnished Apartment Rentals,1442535,"Bağcılar, İstanbul",N/A,8.4,Çok iyi,(20 yorum),2.901 TL,"Otopark, Wi-Fi, Restoran, Çocuk Havuzu, Fitness","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246074196570000/2/1/28110/g_tower_furnished_apartment_rentals.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/534298/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/534299/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/534300/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/534301/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Cityloft 161,798098,"Kayışdağı, Ataşehir, İstanbul",Merkeze 5.6 km,8.4,Çok iyi,(408 yorum),1.704 TL,"Wi-Fi, Fitness","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292471470000/2/1/9425/cityloft_161.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/239714/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/239718/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/239722/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/239726/ob.jpg?width=552&height=392&mode=crop&anchor=center"
MaCity Hotel,104872,"Maltepe, İstanbul",Merkeze 7 km,8.0,Çok iyi,(532 yorum),1.900 TL,"Ücretsiz İptal, Otopark, Toplantı Odaları, Wi-Fi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290335700000/2/1/7779/macity_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139996/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139997/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139998/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/139999/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Milport Hotel Levent,479157,"Esentepe, Şişli, İstanbul",Merkeze 3.2 km,7.8,İyi,(57 yorum),3.267 TL,"Kahvaltı Dahil, Otopark, Toplantı Odaları, Wi-Fi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293742530000/2/1/10394/milport_hotel_levent.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270465/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270466/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270467/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/270468/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Cityloft 24,719027,"Ataşehir, İstanbul",Merkeze 2.2 km,8.4,Çok iyi,(84 yorum),1.633 TL,"Wi-Fi, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290719800000/2/1/8725/cityloft_24_suites.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/174359/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/174338/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/174361/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/174362/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Triada Hotel Büyükada,1315662,"Büyükada, Adalar, İstanbul",N/A,8.6,Müthiş,(60 yorum),4.268 TL,"Kahvaltı Dahil, Deniz Manzarası, Resepsiyon, Wi-Fi, Restoran, Toplantı Odaları","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294230870000/2/1/10767/triada_hotel_buyukada.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/217387/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/217388/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/217389/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/217390/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Elite World İstanbul Taksim,103115,"Taksim, Beyoğlu, İstanbul",Merkeze 200 m,8.1,Çok iyi,(25 yorum),4.405 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952289664930000/2/1/7344/elite_world_istanbul_taksim.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/113152/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/113153/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/113154/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/113155/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Aspera Hotel Altunizade,104080,"Üsküdar, İstanbul",Merkeze 1.5 km,7.9,İyi,(18 yorum),5.314 TL,"Otopark, Spa, Toplantı Odaları, Wi-Fi, Restoran, Hamam","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952291591600000/2/1/9105/aspera_hotel_altunizade.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/171814/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/171815/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/171816/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/171817/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Cityloft 36,478944,"Ataşehir, İstanbul",Merkeze 2.2 km,7.0,Normal,(55 yorum),2.024 TL,Wi-Fi,"https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290742230000/2/1/8870/cityloft_36_suites.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/593814/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/593815/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/593816/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/593817/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Atacity Hotel,792833,"Ataşehir, İstanbul",Merkeze 2.2 km,7.0,Normal,(83 yorum),1.679 TL,"Otopark, Wi-Fi, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290346200000/2/1/7846/atacity_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/237455/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/237456/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/237466/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/237465/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Residence Inn by Marriott İstanbul Ataşehir,1369667,"Kayışdağı, Ataşehir, İstanbul",Merkeze 5.8 km,8.9,Müthiş,(77 yorum),3.246 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290368670000/2/1/7987/residence_inn_by_marriott_istanbul_atasehir.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/307092/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/307093/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/307095/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/307094/ob.jpg?width=552&height=392&mode=crop&anchor=center"
White Palace Hotel,507628,"Bahçelievler, İstanbul",N/A,7.7,İyi,(27 yorum),1.683 TL,"Wi-Fi, Resepsiyon, Engelli Dostu, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952293398770000/2/1/10106/white_palace_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122267/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122268/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122271/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/122278/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Eser Diamond Hotel & Convention Center,104209,"Silivri, İstanbul",N/A,7.0,Normal,(179 yorum),3.532 TL,"Havuz, Spa, Deniz Manzarası, Otopark, Resepsiyon, Çocuk Dostu","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290813170000/2/1/9031/eser_diamond_hotel___convention_center.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/130080/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/130081/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/130082/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/130083/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Port Bosphorus Hotel,874110,"Karaköy, Beyoğlu, İstanbul",Merkeze 1 km,8.1,Çok iyi,(4 yorum),6.475 TL,"Spa, Toplantı Odaları, Wi-Fi, Hamam, Restoran, Teras","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952294258370000/2/1/10939/port_bosphorus_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16713/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16714/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16715/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/16716/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Luxury Airport Hotel,1434852,"Arnavutköy, İstanbul",N/A,8.7,Müthiş,(13 yorum),1.550 TL,"Kahvaltı Dahil, Otopark, Wi-Fi, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638246072926230000/2/1/26494/luxury_airport_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/538167/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/538168/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/538169/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/538170/ob.jpg?width=552&height=392&mode=crop&anchor=center"
The Time Hotel Marina,745975,"Bakırköy, İstanbul",N/A,8.4,Çok iyi,(11 yorum),3.527 TL,"Otopark, Havuz, Spa, Toplantı Odaları, Wi-Fi, Deniz Manzarası","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952292933670000/2/1/9891/the_time_hotel_marina.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/186094/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/186113/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/186073/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/186087/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Turk Art Hotel,103426,"Sultanahmet, Fatih, İstanbul",Merkeze 1.5 km,8.8,Müthiş,(7 yorum),2.742 TL,"Wi-Fi, Deniz Manzarası, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952290724570000/2/1/8756/turk_art_hotel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/156250/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/156251/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/156252/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/156253/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Ağaoğlu My City,105696,"Ümraniye, İstanbul",Merkeze 5.7 km,7.9,İyi,(62 yorum),3.500 TL,"Otopark, Havuz, Wi-Fi, Restoran, Teras, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952289879370000/2/1/7419/agaoglu_my_city.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/149437/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/149438/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/149439/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/149440/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Hotel Kassimo,1421613,"Mimarsinan, Üsküdar, İstanbul",Merkeze 1.5 km,8.6,Müthiş,(10 yorum),3.045 TL,"Wi-Fi, Teras","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/638113052722230000/2/1/25664/hotel_kassimo.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/559971/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/559972/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/559973/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/559974/ob.jpg?width=552&height=392&mode=crop&anchor=center"
Abel Otel,106716,"Yenikapı, Fatih, İstanbul",Merkeze 1.4 km,7.9,İyi,(72 yorum),2.390 TL,"Kahvaltı Dahil, Wi-Fi, Restoran, Resepsiyon","https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/637952291640400000/2/1/9155/abel.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/404820/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/404821/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/404823/ob.jpg?width=552&height=392&mode=crop&anchor=center, https://d3m404n3ahyqc3.cloudfront.net/images/product/1/2/0/2/2/404825/ob.jpg?width=552&height=392&mode=crop&anchor=center"
